WISEA J074100.53+171049.7,115.25238,17.18081,*,2.378537
FBQS J141528.4+370621,213.86861,37.10588,QSO,2.378532
B3 1625+414,246.84575,41.34994,UvES,2.375
B3 1635+429,249.38207,42.85344,UvES,2.375
WISEA J124002.16+261720.7,190.00894,26.28911,QSO,2.373872
SDSS J155007.07+023607.6,237.52946,2.60214,QSO,2.37366
WISEA J121255.79+245332.2,183.23256,24.89233,QSO,2.3731
[HB89] 0820+296,125.92138,29.4745,QSO,2.368
B3 1136+408,174.76139,40.54857,QSO,2.367989
WISEA J095033.62+274329.9,147.64008,27.725,QSO,2.36631
SDSS J164317.78+123509.2,250.82438,12.58614,RadioS,2.365063
B2 0821+31,126.12475,31.7263,*,2.365029
B2 1025+36,157.12032,35.88538,*,2.365
WISEA J141203.42+125725.7,213.01429,12.95711,*,2.365
WISEA J091140.68+020514.6,137.91958,2.08756,QSO,2.364142
B3 1541+448A,235.75904,44.71683,QSO,2.361052
4C +47.32,159.81529,47.09458,QSO,2.36
WISEA J121459.93+082922.5,183.74964,8.48959,QSO,2.359
B3 0757+451,120.22759,45.0138,QSO,2.358003
FBQS J1045+3440,161.42093,34.67866,QSO,2.35622
B2 1212+38B,183.80731,38.65642,QSO,2.356
B3 1318+459,200.21532,45.68617,*,2.355
WISEA J110206.66+112104.8,165.52779,11.35137,QSO,2.353684
FBQS J1634+3203,248.55329,32.05984,QSO,2.352844
[HB89] 1123+264,171.4738,26.17222,QSO,2.352343
SDSS J104243.00+593049.6,160.67946,59.51333,G,2.35
SBS 1618+530,244.92662,52.93705,QSO,2.347
FBQS J0857+3313,134.3623,33.22143,QSO,2.34
WISE J145251.74+523956.1,223.2155,52.66556,QSO,2.334835
LBQS 1208+1413,182.66358,13.94891,QSO,2.329888
WISEA J090820.85+590042.7,137.08695,59.01187,UvES,2.325
SDSS J112540.38+044651.4,171.41826,4.78095,UvES,2.325
WISEA J082944.86+051647.1,127.43658,5.27972,RadioS,2.323596
SDSS J082809.38+292019.5,127.0391,29.33877,QSO,2.322
B3 1023+405,156.58399,40.32414,*,2.321015
B3 1241+405,191.00832,40.27845,QSO,2.319121
WISE J074202.72+490015.8,115.51145,49.00434,QSO,2.318
WISEA J090311.66+075356.6,135.79863,7.89912,QSO,2.315
SDSS J110626.12+171321.6,166.60885,17.22266,*,2.315
WISEA J111717.83+150401.0,169.32438,15.06705,*,2.315
4C +20.26,172.81363,19.91559,*,2.315
B2 1311+35,198.3929,34.87625,*,2.315
WISEA J082643.45+143427.7,126.68109,14.57434,QSO,2.31446
[HB89] 0929+221,143.13725,21.97369,QSO,2.31
B2 1004+23,151.8253,22.85748,QSO,2.308338
[HB89] 0928+348,142.96987,34.65575,QSO,2.305434
WISEA J143923.65+325354.8,219.84856,32.89856,QSO,2.305
LBQS 1226+1035,187.1537,10.31166,QSO,2.303086
WISEA J085741.29+540139.3,134.42223,54.02765,*,2.302134
SDSS J083852.62+115120.8,129.71929,11.85581,QSO,2.299729
[HB89] 1038+528 NED02,160.45374,52.56545,QSO,2.298929
WISEA J095546.52+374733.5,148.94377,37.79266,QSO,2.297998
WISEA J114913.30+071624.3,177.30542,7.27347,*,2.295
WISEA J155306.19+140058.9,238.27579,14.01633,VisS,2.295
WISEA J135358.80+632432.5,208.4952,63.40902,QSO,2.294506
WISEA J101940.83+044359.2,154.92042,4.73323,*,2.293641
WISEA J090351.62+622818.2,135.96504,62.47173,QSO,2.2908
4C +40.22,134.9982,40.4098,QSO,2.29
WISEA J130156.47+290454.9,195.48555,29.08213,QSO,2.29
WISE J141906.84+055501.7,214.77847,5.9172,QSO,2.287456
WISEA J074829.20+505314.1,117.12153,50.88734,*,2.285
PKS 1618+007,245.19983,0.61477,QSO,2.285
B2 1502+29,226.11124,28.90848,QSO,2.2827
SDSS J084141.17+405224.7,130.42112,40.87339,G,2.282349
[HB89] 0824+110,126.77714,10.87337,QSO,2.278
SDSS J112337.11+504531.8,170.90463,50.75885,QSO,2.277457
WISEA J145301.48+103617.2,223.25621,10.60478,QSO,2.275276
WISEA J090446.00+020842.9,136.19168,2.14527,*,2.275
WISE J123717.43+470807.0,189.32267,47.13528,QSO,2.273884
B2 1310+36,198.32293,36.02361,*,2.269101
B2 0807+26A,122.50858,26.06125,QSO,2.268706
UM 645,212.84798,0.71471,QSO,2.267592
WISEA J084011.66+051333.2,130.04862,5.2259,*,2.265
WISEA J152951.72+190435.0,232.46546,19.07637,*,2.265
WISEA J161655.58+362134.4,244.23158,36.35958,QSO,2.263552
WISEA J091037.44+351948.6,137.65605,35.33014,QSO,2.262674
B2 1213+32A,183.95402,31.8596,QSO,2.261822
WISEA J132429.33+474320.4,201.12226,47.7224,QSO,2.26
WISEA J145629.17+543915.6,224.12152,54.65439,QSO,2.259366
