J1229+0203,187.2780667,2.052480556,,,,36983.34
J1230+1223,187.7017417,12.39256389,,,,32136.23
J1411+5212,212.8358,52.20263611,,0.4616873,,22176.86
J1230+1223,187.6995458,12.39061944,,,,17215.21
J1229+0202,187.2742542,2.048238889,,,,16369.1
J1331+3030,202.7845208,30.50915278,,0.8498748,,15025.79
J0813+4813,123.4001542,48.21716111,,0.8703803,,14639.28
J0834+5534,128.7287958,55.57250556,,0.2416147,,8240.48
J1330+2509,202.6570583,25.15301944,,1.055,,6999.02
J1642+3948,250.7449958,39.81032222,,0.5947583,,6598.19
J1008+0730,152.0001375,7.504583333,,0.06841958,,6400.62
J1419+0628,214.7841667,6.476316667,,1.436208,,6155.55
J1634+6245,248.6407167,62.75982222,,,,4987.56
J1347+1217,206.8890708,12.290025,,0.1204739,,4859.88
J1609+2641,242.305525,26.69138889,,0.4739383,,4845.05
J1326+3154,201.5688042,31.90265,,,,4747.27
J1638+6234,249.617475,62.578875,,,,4740.76
J1400+6210,210.1195583,62.17733611,,0.429113,,4375.44
J0909+4253,137.3895708,42.89626111,,0.6700212,,4009.52
J1521+0430,230.3100625,4.506025,,,,3924.4
J1352+3126,208.0743417,31.44624444,,0.04519421,,3709.13
J1643+1715,250.9529,17.26365,,0.1630225,,3675.06
J1256+4720,194.2376208,47.33897222,,,,3644.88
J1613+3412,243.421075,34.21328611,,1.39804,,3605.55
J1516+0701,229.1856917,7.022044444,,0.03455347,,3509.86
J0942+1345,145.5640208,13.76406667,,0.5833293,,3420.63
J1006+3454,151.5072417,34.90289722,,0.09935764,,3399.41
J1058+0133,164.6231875,1.566236111,,0.893171,,3347.82
J1042+1203,160.685775,12.0587,,1.028597,,3326.87
J0957+5522,149.4089792,55.38274722,,0.9023072,,3056.15
J1156+3128,179.0780917,31.46798611,,0.4174311,,2960.92
J0927+3902,141.7626,39.03908889,,0.6965228,,2958.52
J1449+6316,222.3408042,63.27063056,,0.0417055,,2947.09
J1041+0242,160.4126083,2.708886111,,0.5339575,,2926.78
J1421+4144,215.2742875,41.74721667,,,,2886.15
J1011+0624,152.7514417,6.411319444,,,,2883.44
J1602+3326,240.5301167,33.44810278,,,,2881.27
J1141+0114,175.284375,1.238261111,,0.4421772,,2846.78
J1520+2016,230.0228542,20.26826111,,1.572236,,2778.7
J0840+1312,130.1988,13.20656667,,0.680384,,2777.48
J1550+0527,237.6469417,5.452894444,,1.420388,,2751.78
J1635+3808,248.8145125,38.1346,,1.814208,,2694.04
J0801+1414,120.3896125,14.24518333,,0.2463925,,2597.74
J1436+0324,219.2376,3.403094444,,,,2523.32
J0858+1409,134.6730792,14.16201111,,1.049306,,2482.36
J1549+6241,237.4966917,62.68841944,,,,2474.62
J1252+5634,193.1096833,56.572125,,0.3200656,,2442.12
J1120+1420,170.115875,14.34860833,,0.3632229,,2438.53
J0702+4431,105.7234958,44.51997778,,,,2432.95
J1445+0958,221.3186792,9.976747222,,3.540609,,2430.88
J0735+3307,113.9814542,33.11928889,,,,2423.08
J1438+6211,219.6865083,62.19836667,,1.09388,,2392.91
J1118+1234,169.7387375,12.57829444,,2.125285,,2322.06
J1556+2004,239.0416,20.07244722,,,,2293.38
J1604+0117,241.1901417,1.296930556,,,,2257.4
J1321+1106,200.3283458,11.11355278,,2.177919,,2233.51
J1647+1720,251.9243125,17.3366,,,,2215.98
J1604+0117,241.1872625,1.298008333,,,,2188.63
J1140+5912,175.2065083,59.20705,,,,2187.2
J0823+2223,125.8531458,22.38424167,,6.443032,,2163.9
J1640+1220,250.1998167,12.33391111,,,,2159.39
J1628+4419,247.2244583,44.31764444,,,,2150.77
J0831+3742,127.7918,37.70266944,,0.9184691,,2148.18
J1525+0308,231.4539833,3.140536111,,,,2124.96
J1220+3343,185.1411875,33.71888056,,1.528731,,2096.92
J1227+3635,186.9946958,36.58665556,,1.974962,,2074.5
J0741+3112,115.294575,31.20008611,,0.6309952,,2071.25
J0713+4349,108.4090375,43.82140556,,,,2032.1
J1131+4514,172.9121542,45.2475,,0.3979314,,2027.97
J1114+4037,168.661725,40.62198056,,0.7359259,,2003.53
J1357+0046,209.4738167,0.7759611111,,,,2000.42
J0821+1748,125.433475,17.80563889,,0.2969872,,1960.04
J1159+2914,179.882675,29.24553889,,0.7247453,,1952.59
J0853+1352,133.2875333,13.882175,,1.112684,,1934.23
J1546+0026,236.5397125,0.4402,,0.5581124,,1871.7
J0804+1015,121.199875,10.25636389,,1.968179,,1870.27
J1416+3444,214.0174917,34.7435,,,,1851.82
J1035+5628,158.7794125,56.47967222,,0.4601928,,1829.35
J1243+1622,190.9902083,16.38003611,,,,1813.84
J1549+2125,237.454875,21.42763889,,,,1805.71
J1058+1952,164.5727542,19.86983333,,,,1801.96
J0854+1405,133.6641125,14.09784167,,,,1782.65
J1338+3851,204.707125,38.85431111,,,,1781.24
J1001+2846,150.4425,28.78185833,,,,1757.54
J1504+1029,226.1040708,10.49411667,,1.839348,,1753.33
J1225+1252,186.2654792,12.87464722,,,,1751.27
J1058+4301,164.7431667,43.02268333,,0.4804498,,1745.66
J1021+2159,155.4772208,21.99180556,,,,1733.51
J0903+4651,135.7665792,46.85125278,,1.465913,,1724.45
J1513+2338,228.4174292,23.64314444,,,,1719.74
J1159+5353,179.8073792,53.88525,,,,1719.68
J1625+4134,246.4903,41.57794444,,,,1717.28
J1631+1156,247.9385833,11.93421944,,1.787467,,1674.02
J1052+2029,163.1087292,20.49668611,,,,1672.18
J1224+2122,186.2269292,21.37956389,,0.4338264,,1661.81
J1704+6044,256.1809458,60.74793333,,,,1649.25
J1143+2206,175.8551042,22.11593611,,,,1647.3
J0834+1700,128.7009,17.01189167,,,,1642.16
J1134+4328,173.660375,43.46685278,,0.5711592,,1631.68
J0921+4538,140.2699958,45.63575833,,,,1626.21
J1629+2320,247.4077583,23.33733611,,,,1607.92
J1719+2245,259.7872375,22.75168889,,,,1602.03
J1023+5904,155.9116333,59.08041111,,1.112986,,1592.34
J0706+4647,106.7003458,46.79899722,,,,1589.99
J1034+5013,158.5745333,50.224925,,0.5072178,,1580.31
J1123+0530,170.7877583,5.505716667,,,,1580.13
J1602+0157,240.6369,1.96195,,,,1572.24
J1423+1935,215.7526083,19.58816944,,,,1572
J1156+5847,179.0155,58.7847,,0.301026,,1569.86
J1443+5201,220.7542167,52.02799722,,0.1412081,,1569.57
J1352+1107,208.234875,11.11879722,,,,1566.66
J1209+4339,182.3058375,43.65469167,,1.399134,,1565.28
J1357+1919,209.2684875,19.318675,,0.7196677,,1564.86
J1537+1344,234.3847625,13.74680833,,0.6716536,,1556.37
J1504+6000,226.0384625,60.015425,,,,1552.94
J1342+6021,205.5545208,60.361775,,0.963133,,1548.94
J0750+1231,117.7169042,12.51795556,,,,1542.27
J1109+1043,167.4419625,10.72876667,,,,1540.81
J0948+4039,147.2306542,40.66240833,,1.250159,,1537.08
J0714+3534,108.6033875,35.57769444,,,,1533.45
J1225+1253,186.2712833,12.89673333,,,,1527.12
J1310+3220,197.61945,32.34554167,,0.9959092,,1506.33
J0901+2901,135.2721708,29.02957222,,0.1940454,,1492.63
J1540+1447,235.2062167,14.79613611,,0.6301875,,1482.61
J1051+2119,162.9533292,21.33121111,,1.300982,,1474.35
J1033+5815,158.3884375,58.25057778,,,,1473.6
J1145+4946,176.4307667,49.76886111,,,,1471.82
J0947+0725,146.9678583,7.421758333,,,,1471.18
J1153+4931,178.3518958,49.51903333,,0.3339116,,1459.19
J0843+4215,130.8818875,42.25819167,,,,1458.79
J0839+5754,129.7762833,57.9023,,1.53154,,1457.18
J0824+3916,126.2311458,39.27826667,,1.215677,,1456.09
J1149+1247,177.4808792,12.78783333,,,,1449.97
